disease_name,trigger_symptom,red_flag_weight,prior_probability_div2,Q1_onset,Q2_duration,Q3_severity_scale,Q4_frequency,Q5_course,Q6_modifiers,Q7_associated_symptoms,Q8_past_history,Q9_localization,Q10_assoc_swelling_redness_warmth,priority
Leprosy,clawed hands,0.3,0.000225,"Did the clawed hands start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing clawed hands? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the clawed hands? [answer_type: numeric_scale | range: 1-10]","Is the clawed hands constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the clawed hands getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the clawed hands better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with clawed hands? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to clawed hands? [answer_type: yes_no | options: yes, no]","Is the clawed hands localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the clawed hands? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.1
Laryngitis,hoarse voice,0.5,0.009,"Did the hoarse voice start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing hoarse voice? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the hoarse voice? [answer_type: numeric_scale | range: 1-10]","Is the hoarse voice constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the hoarse voice getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the hoarse voice better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with hoarse voice? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to hoarse voice? [answer_type: yes_no | options: yes, no]","Is the hoarse voice localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the hoarse voice? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",1
Laryngitis,sore throat,0.5,0.009,"Did the sore throat start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing sore throat? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the sore throat? [answer_type: numeric_scale | range: 1-10]","Is the sore throat constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the sore throat getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the sore throat better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with sore throat? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to sore throat? [answer_type: yes_no | options: yes, no]","Is the sore throat localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the sore throat? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.871428571
Laryngitis,dry cough,0.3,0.009,"Did the dry cough start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing dry cough? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the dry cough? [answer_type: numeric_scale | range: 1-10]","Is the dry cough constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the dry cough getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the dry cough better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with dry cough? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to dry cough? [answer_type: yes_no | options: yes, no]","Is the dry cough localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the dry cough? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.742857143
Laryngitis,throat clearing,0.5,0.009,"Did the throat clearing start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing throat clearing? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the throat clearing? [answer_type: numeric_scale | range: 1-10]","Is the throat clearing constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the throat clearing getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the throat clearing better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with throat clearing? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to throat clearing? [answer_type: yes_no | options: yes, no]","Is the throat clearing localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the throat clearing? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.614285714
Laryngitis,mild fever,0.2,0.009,"Did the mild fever start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing mild fever? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the mild fever? [answer_type: numeric_scale | range: 1-10]","Is the mild fever constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the mild fever getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the mild fever better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with mild fever? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to mild fever? [answer_type: yes_no | options: yes, no]","Is the mild fever localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the mild fever? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.485714286
Laryngitis,difficulty swallowing,0.7,0.009,"Did the difficulty swallowing start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing difficulty swallowing? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the difficulty swallowing? [answer_type: numeric_scale | range: 1-10]","Is the difficulty swallowing constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the difficulty swallowing getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the difficulty swallowing better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with difficulty swallowing? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to difficulty swallowing? [answer_type: yes_no | options: yes, no]","Is the difficulty swallowing localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the difficulty swallowing? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.357142857
Laryngitis,weak voice,0.5,0.009,"Did the weak voice start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing weak voice? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the weak voice? [answer_type: numeric_scale | range: 1-10]","Is the weak voice constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the weak voice getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the weak voice better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with weak voice? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to weak voice? [answer_type: yes_no | options: yes, no]","Is the weak voice localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the weak voice? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.228571429
Laryngitis,throat pain,0.5,0.009,"Did the throat pain start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing throat pain? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the throat pain? [answer_type: numeric_scale | range: 1-10]","Is the throat pain constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the throat pain getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the throat pain better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with throat pain? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to throat pain? [answer_type: yes_no | options: yes, no]","Is the throat pain localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the throat pain? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.1
Klinefelter Syndrome,infertility,0.4,0.0009,"Did the infertility start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing infertility? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the infertility? [answer_type: numeric_scale | range: 1-10]","Is the infertility constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the infertility getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the infertility better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with infertility? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to infertility? [answer_type: yes_no | options: yes, no]","Is the infertility localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the infertility? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",1
Klinefelter Syndrome,small testes,0.4,0.0009,"Did the small testes start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing small testes? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the small testes? [answer_type: numeric_scale | range: 1-10]","Is the small testes constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the small testes getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the small testes better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with small testes? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to small testes? [answer_type: yes_no | options: yes, no]","Is the small testes localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the small testes? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.871428571
Klinefelter Syndrome,gynecomastia,0.4,0.0009,"Did the gynecomastia start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing gynecomastia? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the gynecomastia? [answer_type: numeric_scale | range: 1-10]","Is the gynecomastia constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the gynecomastia getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the gynecomastia better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with gynecomastia? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to gynecomastia? [answer_type: yes_no | options: yes, no]","Is the gynecomastia localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the gynecomastia? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.742857143
Klinefelter Syndrome,tall stature,0.3,0.0009,"Did the tall stature start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing tall stature? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the tall stature? [answer_type: numeric_scale | range: 1-10]","Is the tall stature constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the tall stature getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the tall stature better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with tall stature? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to tall stature? [answer_type: yes_no | options: yes, no]","Is the tall stature localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the tall stature? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.614285714
Klinefelter Syndrome,learning difficulties,0.4,0.0009,"Did the learning difficulties start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing learning difficulties? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the learning difficulties? [answer_type: numeric_scale | range: 1-10]","Is the learning difficulties constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the learning difficulties getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the learning difficulties better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with learning difficulties? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to learning difficulties? [answer_type: yes_no | options: yes, no]","Is the learning difficulties localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the learning difficulties? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.485714286
Klinefelter Syndrome,low testosterone,0.2,0.0009,"Did the low testosterone start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing low testosterone? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the low testosterone? [answer_type: numeric_scale | range: 1-10]","Is the low testosterone constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the low testosterone getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the low testosterone better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with low testosterone? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to low testosterone? [answer_type: yes_no | options: yes, no]","Is the low testosterone localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the low testosterone? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.357142857
Klinefelter Syndrome,fatigue,0.5,0.0009,"Did the fatigue start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing fatigue? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the fatigue? [answer_type: numeric_scale | range: 1-10]","Is the fatigue constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the fatigue getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the fatigue better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with fatigue? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to fatigue? [answer_type: yes_no | options: yes, no]","Is the fatigue localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the fatigue? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.228571429
Klinefelter Syndrome,social difficulties,0.4,0.0009,"Did the social difficulties start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing social difficulties? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the social difficulties? [answer_type: numeric_scale | range: 1-10]","Is the social difficulties constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the social difficulties getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the social difficulties better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with social difficulties? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to social difficulties? [answer_type: yes_no | options: yes, no]","Is the social difficulties localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the social difficulties? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.1
Kidney Stones,severe flank pain,0.8,0.0135,"Did the severe flank pain start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing severe flank pain? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the severe flank pain? [answer_type: numeric_scale | range: 1-10]","Is the severe flank pain constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the severe flank pain getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the severe flank pain better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with severe flank pain? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to severe flank pain? [answer_type: yes_no | options: yes, no]","Is the severe flank pain localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the severe flank pain? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",1
Kidney Stones,blood in urine,0.8,0.0135,"Did the blood in urine start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing blood in urine? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the blood in urine? [answer_type: numeric_scale | range: 1-10]","Is the blood in urine constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the blood in urine getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the blood in urine better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with blood in urine? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to blood in urine? [answer_type: yes_no | options: yes, no]","Is the blood in urine localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the blood in urine? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.871428571
Kidney Stones,nausea,0.5,0.0135,"Did the nausea start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing nausea? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the nausea? [answer_type: numeric_scale | range: 1-10]","Is the nausea constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the nausea getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the nausea better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with nausea? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to nausea? [answer_type: yes_no | options: yes, no]","Is the nausea localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the nausea? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.742857143
Kidney Stones,vomiting,0.5,0.0135,"Did the vomiting start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing vomiting? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the vomiting? [answer_type: numeric_scale | range: 1-10]","Is the vomiting constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the vomiting getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the vomiting better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with vomiting? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to vomiting? [answer_type: yes_no | options: yes, no]","Is the vomiting localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the vomiting? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.614285714
Kidney Stones,burning urination,0.6,0.0135,"Did the burning urination start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing burning urination? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the burning urination? [answer_type: numeric_scale | range: 1-10]","Is the burning urination constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the burning urination getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the burning urination better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with burning urination? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to burning urination? [answer_type: yes_no | options: yes, no]","Is the burning urination localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the burning urination? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.485714286
Kidney Stones,frequent urination,0.6,0.0135,"Did the frequent urination start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing frequent urination? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the frequent urination? [answer_type: numeric_scale | range: 1-10]","Is the frequent urination constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the frequent urination getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the frequent urination better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with frequent urination? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to frequent urination? [answer_type: yes_no | options: yes, no]","Is the frequent urination localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the frequent urination? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.357142857
Kidney Stones,fever,0.5,0.0135,"Did the fever start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing fever? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the fever? [answer_type: numeric_scale | range: 1-10]","Is the fever constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the fever getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the fever better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with fever? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to fever? [answer_type: yes_no | options: yes, no]","Is the fever localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the fever? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.228571429
Kidney Stones,chills,0.5,0.0135,"Did the chills start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing chills? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the chills? [answer_type: numeric_scale | range: 1-10]","Is the chills constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the chills getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the chills better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with chills? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to chills? [answer_type: yes_no | options: yes, no]","Is the chills localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the chills? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.1
Kidney Cancer,blood in urine,0.8,0.000675,"Did the blood in urine start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing blood in urine? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the blood in urine? [answer_type: numeric_scale | range: 1-10]","Is the blood in urine constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the blood in urine getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the blood in urine better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with blood in urine? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to blood in urine? [answer_type: yes_no | options: yes, no]","Is the blood in urine localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the blood in urine? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",1
Kidney Cancer,flank pain,0.7,0.000675,"Did the flank pain start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing flank pain? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the flank pain? [answer_type: numeric_scale | range: 1-10]","Is the flank pain constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the flank pain getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the flank pain better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with flank pain? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to flank pain? [answer_type: yes_no | options: yes, no]","Is the flank pain localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the flank pain? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.871428571
Kidney Cancer,abdominal mass,0.6,0.000675,"Did the abdominal mass start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing abdominal mass? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the abdominal mass? [answer_type: numeric_scale | range: 1-10]","Is the abdominal mass constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the abdominal mass getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the abdominal mass better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with abdominal mass? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to abdominal mass? [answer_type: yes_no | options: yes, no]","Is the abdominal mass localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the abdominal mass? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.742857143
Kidney Cancer,weight loss,0.7,0.000675,"Did the weight loss start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing weight loss? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the weight loss? [answer_type: numeric_scale | range: 1-10]","Is the weight loss constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the weight loss getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the weight loss better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with weight loss? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to weight loss? [answer_type: yes_no | options: yes, no]","Is the weight loss localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the weight loss? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.614285714
Kidney Cancer,fatigue,0.5,0.000675,"Did the fatigue start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing fatigue? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the fatigue? [answer_type: numeric_scale | range: 1-10]","Is the fatigue constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the fatigue getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the fatigue better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with fatigue? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to fatigue? [answer_type: yes_no | options: yes, no]","Is the fatigue localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the fatigue? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.485714286
Kidney Cancer,fever,0.5,0.000675,"Did the fever start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing fever? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the fever? [answer_type: numeric_scale | range: 1-10]","Is the fever constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the fever getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the fever better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with fever? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to fever? [answer_type: yes_no | options: yes, no]","Is the fever localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the fever? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.357142857
